sentence_id,review_id,text,primary_intent,intent_count,intent_complaint,intent_return_refund,intent_support_contact,intent_shipping,intent_product_quality,intent_price_value,intent_recommendation,intent_neutral_inquiry,escalation_risk,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
287_20,287,"10) multiple play modes - tracks in order of album, shuffle, etc., is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter.",shipping,2,0,0,0,1,0,1,0,0,0,1.1,POSITIVE,0.0,0.842,0.158,0.5002,POSITIVE
287_21,287,"11) minimal pause between songs - less than that on other devices - good achievement for a hard-drive based player  12) big storage - my entire cd collection in one small device (5717 songs, 491 albums and counting)!",other,0,0,0,0,0,0,0,0,0,0,2.2,POSITIVE,0.0,0.921,0.079,0.4926,POSITIVE
287_22,287,cons:  1) player is not plug and play - need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it.,other,0,0,0,0,0,0,0,0,0,0,-1.6,NEGATIVE,0.045,0.955,0.0,-0.2584,NEGATIVE
287_23,287,"2) music organization is based on id3 (by genre, artist, album, etc.",other,0,0,0,0,0,0,0,0,0,0,0.15,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
287_24,287,) and this can be a problem for older downloaded music files with missing or incorrect id3 information.,complaint,2,1,0,0,0,0,0,0,1,0,-1.25,NEGATIVE,0.234,0.766,0.0,-0.5994,NEGATIVE
287_25,287,this was not a problem for me as most of my collection was ripped from my own cds and i updated the id3 tags on my downloaded music.,complaint,1,1,0,0,0,0,0,0,0,0,0.65,POSITIVE,0.0,0.923,0.077,0.3089,POSITIVE
287_26,287,3) folders cannot be created for the audio files.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.179,0.821,0.0,-0.1877,NEGATIVE
287_27,287,this is unnecessary with id3 tags but people who like to organize their music in folders will not like the zen as the audio files do not allow subfolders but rely on id3 tags.,other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.12,0.797,0.084,-0.1063,NEGATIVE
287_28,287,the workaround is to update id3 tags on your files (through mediasource) but it can be a hassle if you have many such music files.,other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
287_29,287,4) no fm or voice recording - these would have been nice extras.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.138,0.688,0.175,0.1531,POSITIVE
287_30,287,5) lack of good accessories - this is more of an oversight of creative's marketing.,other,0,0,0,0,0,0,0,0,0,0,-1.3,NEGATIVE,0.126,0.714,0.159,0.1531,POSITIVE
287_31,287,"both creative and third-party powered speakers work great, as do third-party wireless transmitters.",other,0,0,0,0,0,0,0,0,0,0,2.25,POSITIVE,0.0,0.611,0.389,0.7906,POSITIVE
287_32,287,a dock is unnecessary as the charger and usb cable do the necessary.,other,0,0,0,0,0,0,0,0,0,0,0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
287_33,287,6) the case occludes the display screen when it is closed.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
287_34,287,i would have liked to be able to see what is playing without having to open the case.,other,0,0,0,0,0,0,0,0,0,0,-1.0,NEGATIVE,0.0,0.777,0.223,0.5574,POSITIVE
287_35,287,7) some people have problems with the flip switch on the bottom that releases the player cover - has not been an issue for me and is immaterial if you use the case as the case covers the switch.,complaint,2,1,0,0,0,1,0,0,0,1,0.4,NEUTRAL,0.066,0.934,0.0,-0.4019,NEGATIVE
287_36,287,experience:  once i got home with it i had to first install creative mediasource and figure out how it transferred files to the player.,other,0,0,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.0,0.888,0.112,0.4404,POSITIVE
287_37,287,this required patience as i was used to winxp detecting the player and dragging and dropping the music files into it (which i could do with my flash player).,other,0,0,0,0,0,0,0,0,0,0,-0.85,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
287_38,287,i did already have mediasource installed due to owning the creative audigy 2 soundcard but i did need to re-install it from the supplied cd as the older version did not have the connector to the zen.,other,0,0,0,0,0,0,0,0,0,1,-0.75,NEGATIVE,0.0,0.949,0.051,0.2382,POSITIVE
287_39,287,"also, i downloaded the latest firmware upgrade and software updates.",shipping,1,0,0,0,1,0,0,0,0,0,-0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
287_40,287,recommendations:  1) buy an extended coverage if offered by the retailer as this device has moving parts and is essentially a portable hard-drive.,recommendation,1,0,0,0,0,0,0,1,0,0,0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
287_41,287,2) buy a good pair of head-phones unless you already own one.,support_contact,2,0,0,1,0,0,0,1,0,0,0.15,NEUTRAL,0.0,0.791,0.209,0.4404,POSITIVE
287_42,287,3) use files with id3 tags - not a problem if your cds were ripped within the last year.,complaint,1,1,0,0,0,0,0,0,0,0,0.25,NEUTRAL,0.0,0.889,0.111,0.3089,POSITIVE
287_43,287,"4) a set of speakers and a wireless transmitter are accessories that will add to your player's usability (the latter will allow you to play it on your car radio, home receiver, etc.)",shipping,1,0,0,0,1,0,0,0,0,0,0.7,POSITIVE,0.0,0.878,0.122,0.5106,POSITIVE
287_44,287,5) handle the player with care - it is not meant to be dropped.,other,0,0,0,0,0,0,0,0,0,0,-0.5,NEGATIVE,0.0,0.802,0.198,0.4939,POSITIVE
287_45,287,"resources: http://www.nomadworld.com, http://www.nomadness.net  pros summary:  great sound; good interface; replaceable, powerful battery; good software; wake-up, sleep timers; multiple play modes  cons summary:  not plug &amp; play; relies on id3; no fm or recording  bottom-line:  can't beat carrying 500-cd collection with me wherever i go.",return_refund,1,0,1,0,0,0,0,0,0,0,2.05,POSITIVE,0.075,0.657,0.268,0.8971,POSITIVE
287_46,287,"my favorite is to play "" any track "" - am rediscovering my music!",other,0,0,0,0,0,0,0,0,0,0,1.7,POSITIVE,0.0,0.678,0.322,0.69,POSITIVE
287_47,287,also love waking up to music with attached speakers.,other,0,0,0,0,0,0,0,0,0,0,1.95,POSITIVE,0.0,0.656,0.344,0.6369,POSITIVE
288_1,288,headphone jack.,support_contact,1,0,0,1,0,0,0,0,0,0,0.05,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
288_2,288,i got the 40gb jukebox zen xtra for christmas.,other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
288_3,288,"so, i've had it for a month, and the headphone jack went out.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
288_4,288,i called creative and they said to send it in and they would decide if it in warranty.,return_refund,2,0,1,1,0,0,0,0,0,0,-0.4,NEUTRAL,0.0,0.854,0.146,0.4404,POSITIVE
288_5,288,it'll take 10-15 business days for them to decide form when they get it.,other,0,0,0,0,0,0,0,0,0,0,-0.3,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
288_6,288,nothing but hassle with this company.,other,0,0,0,0,0,0,0,0,0,0,-2.2,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
288_7,288,what kind of product goes out within a month?,other,0,0,0,0,0,0,0,0,0,0,-2.0,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
289_1,289,those who don't like it are ipod lovers and are in denial.,other,0,0,0,0,0,0,0,0,0,0,0.55,POSITIVE,0.136,0.645,0.219,0.316,POSITIVE
289_2,289,this thing does its job.,other,0,0,0,0,0,0,0,0,0,0,1.7,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
289_4,289,it was either the 40gb ipod or this one.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
289_5,289,i felt better with this one since it had the shuffle feature and i'm not too keen on www.ipodsdirtysecret.com.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.0,POSITIVE,0.096,0.772,0.132,0.1999,POSITIVE
289_7,289,replacement battery is $ 50 compared to ipod's $ 150.  cons:  the only thing i don't like about this is the cover does suck.,return_refund,1,0,1,0,0,0,0,0,0,0,0.4,NEUTRAL,0.185,0.815,0.0,-0.6136,NEGATIVE
289_8,289,"i dropped it from the couch, landed on carpet and the cover and battery flew out.",other,0,0,0,0,0,0,0,0,0,0,-1.3,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
289_9,289,"it's kinda heavy, kinda like having a walkman.",other,0,0,0,0,0,0,0,0,0,0,-0.9,NEGATIVE,0.0,0.783,0.217,0.2366,POSITIVE
289_10,289,"headphones suck, i would invest in some cool ones since it has the eax feature.",support_contact,2,0,0,1,0,0,0,0,1,0,-2.05,NEGATIVE,0.159,0.714,0.126,-0.1531,NEGATIVE
289_11,289,the software sucks.,complaint,1,1,0,0,0,0,0,0,0,0,-2.9,NEGATIVE,0.556,0.444,0.0,-0.3612,NEGATIVE
289_12,289,it overrides songs so you have to go in there and put it your own titles especially if you have remixes.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-0.85,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
289_13,289,also the feature to automatically put in the song information isn't always accurate.,support_contact,2,0,0,1,0,0,0,0,1,0,-1.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
289_14,289,"you discover this later when you're listening to a song and it's the wrong title, causing you to rename everything on your own.",shipping,1,0,0,0,1,0,0,0,0,0,-1.45,NEGATIVE,0.124,0.876,0.0,-0.4767,NEGATIVE
292_1,292,"the best jukebox mp3 player, hands-down.",other,0,0,0,0,0,0,0,0,0,0,3.15,POSITIVE,0.0,0.543,0.457,0.6369,POSITIVE
292_2,292,"i bought the 30gb zen xtra from a well-known national electronics store as soon as i saw they were advertising it for $ 219.99.  the combination of the price, storage size, and player features makes this player the best on the market.",price_value,2,0,0,0,0,0,1,0,1,0,3.0,POSITIVE,0.0,0.907,0.093,0.6369,POSITIVE
292_10,292,"the battery stays charged for a long time, and takes no more than 2 or 3 hours at most to fully recharge via the included ac adapter.",other,0,0,0,0,0,0,0,0,0,0,1.85,POSITIVE,0.138,0.862,0.0,-0.4588,NEGATIVE
292_11,292,"connect the player to your computer (via usb), open up mediasource, and you can listen to your stored mp3s as they stream directly from the xtra!",other,0,0,0,0,0,0,0,0,0,0,1.3,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
292_12,292,"get those mp3s off your hard drive, save space, and enjoy your massive music library.",other,0,0,0,0,0,0,0,0,0,0,1.25,POSITIVE,0.071,0.606,0.323,0.7184,POSITIVE
292_13,292,awesome feature.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.45,POSITIVE,0.0,0.196,0.804,0.6249,POSITIVE
292_14,292,usb 2.0 transfer is insanely fast.,shipping,1,0,0,0,1,0,0,0,0,0,2.75,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
292_15,292,"minor complaints: 1) even though the music is sorted via id3 tag on the player, the option to search for music contained in a folder is unavailable.",other,0,0,0,0,0,0,0,0,0,0,-1.2,NEGATIVE,0.094,0.906,0.0,-0.4019,NEGATIVE
292_16,292,"that is, if a folder on your computer called "" mp3 "" has slayer (thrash metal), stravinsky (classical), and ice cube (rap) in it, you will only be able to play the contents of that folder by searching for the artists or genres manually.",support_contact,1,0,0,1,0,0,0,0,0,0,-0.95,NEGATIVE,0.0,0.947,0.053,0.34,POSITIVE
292_17,292,"the zen xtra will transfer the files to the player, but not the folder name.",other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
292_18,292,not a big hassle as many would have you think.,other,0,0,0,0,0,0,0,0,0,0,0.5,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
292_19,292,"2) having unfilled id3 tags will cause music to be potentially placed in a folder called "" unknown.",support_contact,2,0,0,1,0,0,0,0,1,0,-0.85,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
292_20,292,"""  i would recommend against using id3v2 tags, and stick with id3v1 only.",recommendation,1,0,0,0,0,0,0,1,0,0,-0.25,NEUTRAL,0.0,0.828,0.172,0.3612,POSITIVE
295_4,295,hmmmmm....,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
296_1,296,hard disk mp3 players.,other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.318,0.682,0.0,-0.1027,NEGATIVE
296_2,296,"if you read reviews for the 4 main contenders in this market - the ipod, creative zen, rio karma and iriver ihp - you'll notice that each has their pros and cons; none are perfect and you should decide whether you want to take to take the plunge now or later.",shipping,1,0,0,0,1,0,0,0,0,0,0.05,NEUTRAL,0.054,0.87,0.076,0.0521,POSITIVE
296_3,296,"if your view in life is that you are going to pay $ x00 to get a device then it must be near ideal - ruggedly constructed, fault proof, good product support, easy to use software - then do yourself a favor and don't buy yet.",complaint,3,1,0,0,0,0,1,1,0,0,-1.55,NEGATIVE,0.071,0.676,0.253,0.8885,POSITIVE
296_4,296,all the products have drawbacks and are not mature yet; if you expect value and reliability then wait a while.,price_value,1,0,0,0,0,0,1,0,0,0,-0.95,NEGATIVE,0.103,0.792,0.106,0.0176,NEUTRAL
296_5,296,"if you are ok paying $ x00 for something that can be used now, but is likely to both get better and cost less in the future then try to determine which device is the lesser of evils for you.",price_value,1,0,0,0,0,0,1,0,0,0,-0.15,NEUTRAL,0.106,0.779,0.115,-0.1531,NEGATIVE
296_6,296,ipod clearly has the most buzz.,other,0,0,0,0,0,0,0,0,0,0,0.8,POSITIVE,0.0,0.649,0.351,0.4019,POSITIVE
296_7,296,great design and looks cool.,other,0,0,0,0,0,0,0,0,0,0,2.35,POSITIVE,0.0,0.319,0.681,0.7506,POSITIVE
296_9,296,"it has a hold button to deactivate the buttons to avoid accidents; however, enough reviewers have complained that the hold button is easily broken and then the device can't be used.",complaint,3,1,0,0,0,1,0,1,0,0,-1.55,NEGATIVE,0.266,0.672,0.062,-0.7845,NEGATIVE
296_10,296,some of the more geeky (non-apple type) reviewers complain that the scrollwheel is annoying after a while and they resent being forced into this apple-like interface.,other,0,0,0,0,0,0,0,0,0,0,-1.55,NEGATIVE,0.36,0.64,0.0,-0.8687,NEGATIVE
296_11,296,"everyone complains about the non-replaceable battery, yet this is the price of sturdy construction.",return_refund,3,0,1,0,0,1,1,0,0,0,0.65,POSITIVE,0.167,0.833,0.0,-0.3818,NEGATIVE
296_12,296,"ipod can be used as an external disk, and apparently stores files without problem.",complaint,1,1,0,0,0,0,0,0,0,0,1.2,POSITIVE,0.0,0.852,0.148,0.3089,POSITIVE
296_13,296,"however, the music and data are apparently not separated; ipod reviewers complain about "" white noise "" in random feedback mode that comes from appointments / contacts created on the ipod during synchronization.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.15,NEGATIVE,0.07,0.873,0.056,-0.128,NEGATIVE
296_14,296,"synchronizing music among computers, if you have more than one, seems to be an issue; research this before buying if you have multiple computers you want to be synchronized.",complaint,2,1,0,0,0,0,0,1,0,1,-1.1,NEGATIVE,0.0,0.956,0.044,0.0772,POSITIVE
296_15,296,reviews for sound quality are generally (but not universally) positive.,product_quality,1,0,0,0,0,1,0,0,0,0,1.55,POSITIVE,0.302,0.698,0.0,-0.5975,NEGATIVE
296_16,296,"reviews of apple's support are generally poor; they seem to address issues in warranty, which covers a short time after delivery / pickup of item.",complaint,3,1,1,0,1,0,0,0,0,1,-1.55,NEGATIVE,0.108,0.799,0.094,-0.1027,NEGATIVE
296_17,296,after that it seems like you're on your own.,other,0,0,0,0,0,0,0,0,0,0,-0.8,NEGATIVE,0.0,0.762,0.238,0.3612,POSITIVE
296_18,296,"ipod has no stop button; when new users mention this ipod veterans call it "" unnecessary "" and "" so 20th century "".",support_contact,1,0,0,1,0,0,0,0,0,0,-1.1,NEGATIVE,0.0,0.921,0.079,0.2235,POSITIVE
296_19,296,"creative zen feedback suffers from construction quality, poor product support, difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack.",complaint,3,1,0,1,0,1,0,0,0,0,-2.9,NEGATIVE,0.306,0.542,0.152,-0.6908,NEGATIVE
296_20,296,construction quality is a difficult item.,product_quality,1,0,0,0,0,1,0,0,0,0,-1.1,NEGATIVE,0.333,0.667,0.0,-0.3612,NEGATIVE
296_21,296,the zen has a detachable face plate that allows the battery to be replaced.,return_refund,2,0,1,0,1,0,0,0,0,0,0.85,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
296_22,296,what is added in functionality (battery replacement) detracts in build quality as the face plate is prone to popping off.,return_refund,4,0,1,0,1,1,0,0,1,0,-0.9,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
296_23,296,drop if just a few inches on a hard surface and the faceplate pops off (but not if it's in its case).,shipping,1,0,0,0,1,0,0,0,0,0,-1.3,NEGATIVE,0.121,0.879,0.0,-0.1901,NEGATIVE
296_24,296,many reviewers say the faceplate simply didn't fit well so they returned the zen.,return_refund,2,0,1,0,1,0,0,0,0,0,-1.2,NEGATIVE,0.246,0.754,0.0,-0.4449,NEGATIVE
296_25,296,"feedback on creative's product support is universally poor; this is not limited to the zen, it applies to all the company's products.",complaint,1,1,0,0,0,0,0,0,0,0,-2.6,NEGATIVE,0.117,0.718,0.165,0.0685,POSITIVE
296_26,296,the scroll wheel is finicky; it works most of the time but there is a learning curve for pressing it just right; new users say they have 50% - 75% success rate; some find it so frustrating that they just return the device.,return_refund,1,0,1,0,0,0,0,0,0,0,-1.85,NEGATIVE,0.1,0.801,0.099,-0.016,NEUTRAL
296_27,296,the creative software is awkward / difficult to use and just plain doesn't load on some computers.,other,0,0,0,0,0,0,0,0,0,0,-2.3,NEGATIVE,0.195,0.667,0.138,-0.0516,NEGATIVE
296_28,296,enough people have reported that their headphone jack doesn't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem.,complaint,3,1,0,1,0,1,0,0,0,1,-1.7,NEGATIVE,0.083,0.828,0.089,0.0516,POSITIVE
296_29,296,"the zen doesn't support folders so it is not really a storage device; even with third party software that "" creates "" folders, documents and programs can't be launched from the zen, so it is not a hard disk, it's a storage device at best.",other,0,0,0,0,0,0,0,0,0,0,-0.9,NEGATIVE,0.069,0.737,0.195,0.7696,POSITIVE
296_30,296,reviews for sound quality are generally (but not universally) positive.,product_quality,1,0,0,0,0,1,0,0,0,0,1.2,POSITIVE,0.302,0.698,0.0,-0.5975,NEGATIVE
296_31,296,the zen has no stop button.,other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.0,0.726,0.274,0.2235,POSITIVE
296_32,296,veteran zen users have explained how to stop if that's what you want.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.15,NEUTRAL,0.152,0.759,0.09,-0.2263,NEGATIVE
296_33,296,the rio karma feedback suffers from sensitivity in the hard disk.,other,0,0,0,0,0,0,0,0,0,0,-1.35,NEGATIVE,0.333,0.667,0.0,-0.5423,NEGATIVE
296_34,296,"it seems like movement, even small movement, causes skipping in playback and even the device freezing.",other,0,0,0,0,0,0,0,0,0,0,-1.9,NEGATIVE,0.078,0.782,0.14,0.2732,POSITIVE
296_35,296,"if you plan to carry the device around (it is a mobile device, right?",other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
296_36,296,) then this is something you might want to think about.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,0.885,0.115,0.0772,POSITIVE
296_37,296,"karma gets consistently good reviews for sound quality and connectivity from its docking device, which has rca output jacks and ethernet jacks for connectivity.",product_quality,1,0,0,0,0,1,0,0,0,0,1.6,POSITIVE,0.0,0.888,0.112,0.4404,POSITIVE
296_38,296,"usability (button usage, feature selection, menu structure, display size and quality) also has good feedback.",product_quality,2,0,0,0,0,1,0,0,1,0,1.95,POSITIVE,0.0,0.828,0.172,0.4404,POSITIVE
296_39,296,repair seems to be an issue; some say the repair don't exist  - you just have to buy a new player.,complaint,2,1,0,0,0,0,0,1,0,1,-1.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
296_40,296,perhaps because of its smaller user base there is also a lack of accessories.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.15,0.85,0.0,-0.3182,NEGATIVE
296_41,296,"like the zen, the karma does not support folders and is not designed to be a data storage device.",other,0,0,0,0,0,0,0,0,0,0,-0.9,NEGATIVE,0.104,0.781,0.115,0.0624,POSITIVE
296_42,296,"it only comes in 20gb; enough for most people, not for those with large collections ripped at high sampling rates.",other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
296_43,296,the karma does have a stop button.,other,0,0,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.268,0.732,0.0,-0.296,NEGATIVE
296_44,296,there aren't many reviews for the iriver ihp.,other,0,0,0,0,0,0,0,0,0,0,-0.2,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
296_45,296,those that have it like it.,other,0,0,0,0,0,0,0,0,0,0,1.5,POSITIVE,0.0,0.667,0.333,0.3612,POSITIVE
296_46,296,"the only complaint seems to be that the disk rotation is slow, leading to longer delays in some functions (playback and even a slow display of the menu?).",shipping,2,0,0,0,1,0,0,0,1,0,-1.25,NEGATIVE,0.075,0.925,0.0,-0.296,NEGATIVE
296_47,296,otherwise feedback seems to be good.,other,0,0,0,0,0,0,0,0,0,0,1.05,POSITIVE,0.0,0.633,0.367,0.4404,POSITIVE
296_48,296,"no comments on reliability, warranty, repairs, accessories.",return_refund,1,0,1,0,0,0,0,0,0,0,-0.2,NEUTRAL,0.268,0.732,0.0,-0.296,NEGATIVE
296_49,296,"no-one mentions whether there is a stop button, but the photos don't show one.",other,0,0,0,0,0,0,0,0,0,0,-1.05,NEGATIVE,0.11,0.89,0.0,-0.1531,NEGATIVE
296_50,296,none of these are perfect.,other,0,0,0,0,0,0,0,0,0,0,-1.3,NEGATIVE,0.0,0.519,0.481,0.5719,POSITIVE
296_51,296,if you have the appetite choose the one that you think has the least deficiencies or is best suited to you.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,0.826,0.174,0.6369,POSITIVE
296_52,296,accept that there will be better devices (or new generations of these ones) in a year or two that will cost less.,price_value,1,0,0,0,0,0,1,0,0,0,-0.55,NEGATIVE,0.0,0.784,0.216,0.6705,POSITIVE
296_53,296,"if that is for you then pay the money, learn from the experience and you'll be a more informed buyer when you buy device # 2.  if you aren't into paying $ x00 to learn and experiment, or the cons outweigh the pros, then wait a year or so.",price_value,2,0,0,0,0,0,1,1,0,0,-0.75,NEGATIVE,0.028,0.972,0.0,-0.1027,NEGATIVE
297_1,297,"good for a little while, but... sure, this thing is definitely more cost-effective than an ipod.",price_value,1,0,0,0,0,0,1,0,0,0,1.25,POSITIVE,0.0,0.617,0.383,0.7938,POSITIVE
297_2,297,"but with a low price, comes lower quality.",product_quality,2,0,0,0,0,1,1,0,0,0,-0.9,NEGATIVE,0.476,0.524,0.0,-0.6652,NEGATIVE
297_3,297,"our special friends at creative gave this thing good sound quality, great features, long battery life, and an unbeatable price.",product_quality,3,0,0,0,0,1,1,0,1,0,3.1,POSITIVE,0.0,0.489,0.511,0.9403,POSITIVE
297_4,297,the catch is it's built like a piece of crap.,other,0,0,0,0,0,0,0,0,0,0,-2.8,NEGATIVE,0.198,0.611,0.191,-0.0258,NEUTRAL
297_5,297,it lasted about 1 1/2 weeks.,other,0,0,0,0,0,0,0,0,0,0,-2.25,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
297_6,297,"i didn't abuse it, i charged it every day, but the headphone jack just sort of fizzled out.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.6,NEGATIVE,0.071,0.817,0.112,0.1984,POSITIVE
297_7,297,"i tried re-setting it, i tried just about every pair of headphones in my house (10 pairs), and nothing worked.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.95,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
297_8,297,"so i contacted customer service at creative, but they said, "" if the product seems broken, we cannot help, "" or something to that effect.",complaint,3,1,0,1,0,1,0,0,0,0,-2.1,NEGATIVE,0.227,0.71,0.063,-0.7259,NEGATIVE
297_9,297,wow.,other,0,0,0,0,0,0,0,0,0,0,1.55,POSITIVE,0.0,0.0,1.0,0.5859,POSITIVE
297_10,297,"don't get me wrong, the thing was like heaven for about a week.",other,0,0,0,0,0,0,0,0,0,0,0.3,NEUTRAL,0.0,0.545,0.455,0.8102,POSITIVE
297_11,297,"if you want a quality mp3 player, splurge on an ipod.",product_quality,1,0,0,0,0,1,0,0,0,0,0.1,NEUTRAL,0.0,0.885,0.115,0.0772,POSITIVE
297_12,297,"if you really need to save, buy this thing on amazon, they eventually gave me a full refund.",return_refund,2,0,1,0,0,0,0,1,0,0,0.25,NEUTRAL,0.0,0.756,0.244,0.6326,POSITIVE
297_13,297,"i bought myself an rca mp3-cd player, and i'm happy with that until a cheap, worthwhile mp3 player coomes out.",product_quality,2,0,0,0,0,1,1,0,0,0,1.4,POSITIVE,0.0,0.747,0.253,0.7269,POSITIVE
298_1,298,software problem.,complaint,1,1,0,0,0,0,0,0,0,0,-1.35,NEGATIVE,0.73,0.27,0.0,-0.4019,NEGATIVE
298_2,298,i bought the player this week and i like it by far.,other,0,0,0,0,0,0,0,0,0,0,1.8,POSITIVE,0.0,0.815,0.185,0.3612,POSITIVE
298_3,298,"this is my fourth mp3 player (creative nomad jukebox2 and 3, rio chie, and this one), and my third player from creative.",other,0,0,0,0,0,0,0,0,0,0,0.4,NEUTRAL,0.0,0.775,0.225,0.7003,POSITIVE
298_4,298,here's something you have to know before you considering about buying this one.,recommendation,2,0,0,0,0,0,0,1,1,0,-0.2,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
298_5,298,pro: 1.  removable and cheap battery - a li battery usually works properly for 1-3 years.,product_quality,2,0,0,0,0,1,1,0,0,0,1.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
298_6,298,my friend has an i-pod for about 2 years and the battery has so so messed up.,other,0,0,0,0,0,0,0,0,0,0,-2.0,NEGATIVE,0.16,0.692,0.148,-0.0681,NEGATIVE
298_7,298,his i-pod can only play for a couple of hours with a fully recharging now.,other,0,0,0,0,0,0,0,0,0,0,-1.1,NEGATIVE,0.0,0.854,0.146,0.34,POSITIVE
298_8,298,2.  value: comparing data storage with price.,price_value,1,0,0,0,0,0,1,0,0,0,0.8,POSITIVE,0.0,0.714,0.286,0.34,POSITIVE
298_9,298,3.  size and style:  the appearance is okayed (at least not ugly).,other,0,0,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.0,0.803,0.197,0.4023,POSITIVE
298_10,298,the size is small (just a little bit bigger than an i-pod.),other,0,0,0,0,0,0,0,0,0,0,0.4,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
298_11,298,"4.  easy to use: a lot of reviews has mentioned about this  con:  the software, mediasource, cannot work on my pc.",complaint,1,1,0,0,0,0,0,0,0,0,-0.55,NEGATIVE,0.0,0.873,0.127,0.4404,POSITIVE
298_12,298,"(laptop, intel p4-2.0, xp os).",other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,0.606,0.394,0.3818,POSITIVE
298_13,298,a tons of reveiws has reported this problem and the same here.,complaint,1,1,0,0,0,0,0,0,0,1,-1.95,NEGATIVE,0.221,0.779,0.0,-0.481,NEGATIVE
298_14,298,"in fact, each of my creative mp3 players had software problem in the first place.",complaint,1,1,0,0,0,0,0,0,0,0,-1.45,NEGATIVE,0.145,0.699,0.156,0.0516,POSITIVE
298_15,298,"however, the creative lab did come out new update to fix their software problems.",complaint,1,1,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.153,0.682,0.165,0.0516,POSITIVE
