id,human_score,text,corpus,human_label,vader_score,vader_label,distilbert_label,distilbert_score,roberta_label,roberta_score
9052,-2.5625,No film could possibly be more contemptuous of the single female population.,Movies,NEGATIVE,-2.7604,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9053,-0.875,`Hey Arnold!' has some visual wit ... but little imagination elsewhere.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9054,-1.375,"They're going through the motions, but the zip is gone.",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9055,-1.625,A sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women.,Movies,NEGATIVE,-2.4496,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9056,-2.0,"A low budget affair, Tadpole was shot on digital video, and the images often look smeary and blurry, to the point of distraction. Then again, in a better movie, you might not have noticed.",Movies,NEGATIVE,-1.184,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9057,-2.5,It's mindless junk like this that makes you appreciate original romantic comedies like Punch Drunk Love.,Movies,NEGATIVE,3.6924,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9058,-1.75,"The movie is like a year late for tapping into our reality tv obsession, and even tardier for exploiting the novelty of the ''webcast.''",Movies,NEGATIVE,-1.686,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9059,-0.9375,"tale will be all too familiar for anyone who's seen George Roy Hill's 1973 film, ''The Sting.''",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9060,-1.5,"Gets the look and the period trappings right, but it otherwise drowns in a sea of visual and verbal clichés.",Movies,NEGATIVE,-2.5944,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9061,1.05,"It's hard to quibble with a flick boasting this many genuine cackles, but Notorious C.H.O. still feels like a promising work in progress.",Movies,POSITIVE,3.0172,POSITIVE,POSITIVE,4,NEUTRAL,0
9062,-0.5,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films, sell it to the highest bidder and walk away without anyone truly knowing your identity.",Movies,NEGATIVE,-1.3648,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9063,-1.35,"The problem with The Bread, My Sweet is that it's far too sentimental.",Movies,NEGATIVE,1.5272,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9064,-0.75,A late night cable sexploitation romp masquerading as a thriller about the ruthless social order that governs college cliques.,Movies,NEGATIVE,0.4108,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9065,-1.35,Falls short in explaining the music and its roots.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9066,-1.6,Never inspires more than an interested detachment.,Movies,NEGATIVE,0.57,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9067,-2.15,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks (at least during their '70s heyday) comes across as lame and sophomoric in this debut indie feature.,Movies,NEGATIVE,-0.1032,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9068,-2.0,"Despite slick production values and director Roger Michell's tick tock pacing, the final effect is like having two guys yelling in your face for two hours.",Movies,NEGATIVE,0.2496,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9069,-2.25,"Pretty much sucks, but has a funny moment or two.",Movies,NEGATIVE,2.5476,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9070,-0.8,They do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film.,Movies,NEGATIVE,1.6472,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9071,-2.25,"A supernatural mystery that doesn't know whether it wants to be a suspenseful horror movie or a weepy melodrama. It ends up being neither, and fails at both endeavors.",Movies,NEGATIVE,-2.2692,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9072,-2.4,Two badly interlocked stories drowned by all too clever complexity.,Movies,NEGATIVE,-2.4496,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9073,-1.95,"It is so earnest, so overwrought and so wildly implausible that it begs to be parodied.",Movies,NEGATIVE,2.5672,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9074,-1.0,These are textbook lives of quiet desperation.,Movies,NEGATIVE,-1.8352,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9075,-1.9,"Swimfan, like Fatal Attraction, eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub.",Movies,NEGATIVE,1.0,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9076,-1.3,"Claims to sort the bad guys from the good, which is its essential problem.",Movies,NEGATIVE,-2.0424,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9077,-1.55,"Purposefully shocking in its eroticized gore, if unintentionally dull in its lack of poetic frissons.",Movies,NEGATIVE,-3.0868,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9078,-1.8,"Feels like pieces a bunch of other, better movies slapped together.",Movies,NEGATIVE,2.6388,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9079,-2.4,"Almost everything about the film is unsettling, from the preposterous hairpiece worn by Lai's villainous father to the endless action sequences.",Movies,NEGATIVE,-2.5476,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9080,-2.9,"Writer director Randall Wallace has bitten off more than he or anyone else could chew, and his movie veers like a drunken driver through heavy traffic.",Movies,NEGATIVE,1.4448,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9081,-1.75,"It follows the Blair Witch formula for an hour, in which we're told something creepy and vague is in the works, and then it goes awry in the final 30 minutes.",Movies,NEGATIVE,-1.7616,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9082,-2.15,One can't shake the feeling that Crossroads is nothing more than an hour and a half long commercial for Britney's latest album.,Movies,NEGATIVE,0.1528,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9083,-1.35,Phoned in business as usual.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9084,-0.75,"There's an epic here, but you have to put it together yourself.",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9085,-2.0,"What little atmosphere is generated by the shadowy lighting, macabre sets, and endless rain is offset by the sheer ugliness of everything else.",Movies,NEGATIVE,-2.2876,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9086,0.0,"Director chef Gabriele Muccino keeps it fast    zippy, comin' at ya    as if fearing that his film is molto superficiale.",Movies,NEUTRAL,-2.2876,NEGATIVE,POSITIVE,4,NEUTRAL,0
9087,-0.7,"Tartakovsky's team has some freakish powers of visual charm, but the five writers slip into the modern rut of narrative banality.",Movies,NEGATIVE,-0.2064,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9088,-3.6,The most horrific movie experience I've had since ''Can't Stop The Music.'' It may as well be called ''Jar Jar Binks: The Movie.'' It's that painful.,Movies,NEGATIVE,-2.7252,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9089,-2.75,"God is great, the movie's not.",Movies,NEGATIVE,2.9404,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9090,-1.85,"Like a three ring circus, there are side stories aplenty    none of them memorable.",Movies,NEGATIVE,1.4448,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9091,-0.933333333333,"When in doubt, the film ratchets up the stirring soundtrack, throws in a fish out of water gag and lets the cliched dialogue rip. Or else a doggie winks.",Movies,NEGATIVE,-2.3976,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9092,-1.73333333333,"A 'Girls Gone Wild' video for the boho art house crowd, The Burning Sensation isn't a definitive counter cultural document    its makers aren't removed and inquisitive enough for that.",Movies,NEGATIVE,-0.5304,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9093,-2.06666666667,As original and insightful as last week's episode of Behind the Music.,Movies,NEGATIVE,1.2728,POSITIVE,POSITIVE,4,NEUTRAL,0
9094,-1.73333333333,Plays like John Le Carré with a couple of burnt out cylinders.,Movies,NEGATIVE,2.1692,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9095,-3.26666666667,You may be galled that you've wasted nearly two hours of your own precious life with this silly little puddle of a movie.,Movies,NEGATIVE,0.6372,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9096,0.333333333333,"It's neither as sappy as Big Daddy nor as anarchic as Happy Gilmore or The Waterboy, but it has its moments.",Movies,NEUTRAL,1.6236,POSITIVE,POSITIVE,4,NEUTRAL,0
9097,0.2,Despite the surface attractions    Conrad L. Hall's cinematography will likely be nominated for an Oscar next year    there's something impressive and yet lacking about everything.,Movies,NEUTRAL,0.97,POSITIVE,POSITIVE,4,NEUTRAL,0
9098,-1.13333333333,A smug and convoluted action comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie.,Movies,NEGATIVE,-0.0704,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9099,-0.533333333333,(Crystal and De Niro) manage to squeeze out some good laughs but not enough to make this silly con job sing.,Movies,NEGATIVE,2.0008,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9100,-3.26666666667,"Worthless, from its pseudo rock video opening to the idiocy of its last frames.",Movies,NEGATIVE,-1.7616,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9101,-1.8,The Christ allegory doesn't work because there is no foundation for it,Movies,NEGATIVE,-1.184,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9102,-0.733333333333,"Go for La Salle's performance, and make do as best you can with a stuttering script.",Movies,NEGATIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9103,-2.26666666667,"It's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful, self satisfied 22 year old girlfriend and an equally beautiful, self satisfied 18 year old mistress.",Movies,NEGATIVE,3.6324,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9104,-2.33333333333,"Tries too hard to be funny in a way that's too loud, too goofy and too short of an attention span.",Movies,NEGATIVE,1.4448,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9105,-0.533333333333,"I didn't find much fascination in the swinging. What they're doing is a matter of plumbing arrangements and mind games, of no erotic or sensuous charge. But that they are doing it is thought provoking.",Movies,NEGATIVE,-2.208,NEGATIVE,POSITIVE,4,NEUTRAL,0
9106,-1.4,"The acting is just fine, but there's not enough substance here to sustain interest for the full 90 minutes, especially with the weak payoff.",Movies,NEGATIVE,0.1592,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9107,-2.0,"After Collateral Damage, you might imagine that most every aggrieved father cliché has been unturned. But no.",Movies,NEGATIVE,-1.0928,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9108,-2.33333333333,"Ultimately the, yes, snail like pacing and lack of thematic resonance make the film more silly than scary, like some sort of Martha Stewart decorating program run amok.",Movies,NEGATIVE,1.2984,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9109,-2.73333333333,"Releasing a film with the word 'dog' in its title in January lends itself to easy jokes and insults, and Snow Dogs deserves every single one of them.",Movies,NEGATIVE,1.0928,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9110,-2.06666666667,Tedious Norwegian offering which somehow snagged an Oscar nomination.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9111,-0.533333333333,It was a dark and stormy night...,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9112,-2.06666666667,"A dark as pitch comedy that frequently veers into corny sentimentality, probably would not improve much after a therapeutic zap of shock treatment.",Movies,NEGATIVE,-0.3152,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9113,-1.4,This sort of cute and cloying material is far from Zhang's forte and it shows.,Movies,NEGATIVE,1.6132,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9114,-2.86666666667,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.",Movies,NEGATIVE,0.4312,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9115,-0.2,"Freundlich's made (Crudup) a suburban architect, and a cipher.",Movies,NEUTRAL,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9116,-2.93333333333,"a huge disappointment coming, as it does, from filmmakers and performers of this calibre",Movies,NEGATIVE,-1.0,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9117,-1.93333333333,"Though it pretends to expose the life of male hustlers, it's exploitive without being insightful.",Movies,NEGATIVE,-1.0,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9118,-0.8,Aimed squarely at the least demanding of demographic groups: very small children who will be delighted simply to spend more time with familiar cartoon characters.,Movies,NEGATIVE,2.432,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9119,-1.6,What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points.,Movies,NEGATIVE,1.8352,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9120,-2.2,Exhibits the shallow sensationalism characteristic of soap opera...more salacious telenovela than serious drama.,Movies,NEGATIVE,-0.3088,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9121,-2.30769230769,Seagal is painfully foolish in trying to hold onto what's left of his passe' chopsocky glory.,Movies,NEGATIVE,-1.0,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9122,-1.38461538462,"Even with Harris's strong effort, the script gives him little to effectively probe Lear's soul stripping breakdown.",Movies,NEGATIVE,2.846,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9123,-2.69230769231,The story is bogus and its characters tissue thin.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9124,-2.53846153846,"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing, Who Is Cletis Tout? is an inexpressible and drab wannabe looking for that exact niche.",Movies,NEGATIVE,1.0864,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9125,-1.38461538462,"While American Adobo has its heart (and its palate) in the right place, its brain is a little scattered    ditsy, even.",Movies,NEGATIVE,2.5476,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9126,-1.88461538462,"Imagine a film that begins as a Seven rip off, only to switch to a mix of The Shining, The Thing, and any naked teenagers horror flick from the 1980s.",Movies,NEGATIVE,-2.2876,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9127,-2.96153846154,Most of the dialogue made me want to pack raw dough in my ears.,Movies,NEGATIVE,0.3088,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9128,-2.38461538462,"Costner's warm milk persona is just as ill fitting as Shadyac's perfunctory directing chops, and some of the more overtly silly dialogue would sink Laurence Olivier.",Movies,NEGATIVE,-0.534,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9129,-1.11538461538,"It's coherent, well shot, and tartly acted, but it wears you down like a dinner guest showing off his doctorate.",Movies,NEGATIVE,2.3436,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9130,-0.5,"Directed by Kevin Bray, whose crisp framing, edgy camera work, and wholesale ineptitude with acting, tone and pace very obviously mark him as a video helmer making his feature debut.",Movies,NEGATIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
9131,-2.46153846154,turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many drugs as the film's characters,Movies,NEGATIVE,1.2728,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9132,-0.346153846154,Robin Williams departs from his fun friendly demeanor in exchange for a darker unnerving role.,Movies,NEUTRAL,3.0316,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9133,-1.92307692308,"High Crimes is a cinematic misdemeanor, a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors, Morgan Freeman and Ashley Judd.",Movies,NEGATIVE,1.6076,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9134,-1.30769230769,Set in a 1986 Harlem that doesn't look much like anywhere in New York.,Movies,NEGATIVE,-1.102,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9135,-1.30769230769,The chocolate factory without Charlie.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9136,-1.61538461538,Long on twinkly eyed close ups and short on shame.,Movies,NEGATIVE,-1.9068,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9137,-0.884615384615,Hip hop rarely comes alive as its own fire breathing entity in this picture.,Movies,NEGATIVE,-2.22,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9138,-2.03846153846,"A dull, somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise.",Movies,NEGATIVE,-3.488,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9139,-2.92307692308,Deserving of its critical backlash and more.,Movies,NEGATIVE,-1.2728,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9140,-1.23076923077,"Neither a rousing success nor a blinding embarrassment. Still, it just sits there like a side dish no one ordered.",Movies,NEGATIVE,-0.3008,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9141,-1.69230769231,"The Sum of All Fears is remarkably fuddled about motives and context, which drains it of the dramatic substance that would shake us in our boots (or cinema seats).",Movies,NEGATIVE,-2.1692,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9142,-1.0,"The movie spends more time with Schneider than with newcomer McAdams, even though her performance is more interesting (and funnier) than his.",Movies,NEGATIVE,2.8584,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9143,-2.19230769231,This low rent    and even lower wit    rip off of the Farrelly brothers' oeuvre gets way too mushy    and in a relatively short amount of time.,Movies,NEGATIVE,-2.0424,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9144,-2.03846153846,It recycles every cliché about gays in what is essentially an extended soap opera.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9145,-2.19230769231,"I'm all for the mentally challenged getting their fair shot in the movie business, but surely it doesn't have to be as a collection of keening and self mutilating sideshow geeks.",Movies,NEGATIVE,1.5676,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9146,-1.11538461538,May offend viewers not amused by the sick sense of humor.,Movies,NEGATIVE,-2.7756,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9147,-1.5,Many of Benjamins' elements feel like they've been patched in from an episode of Miami Vice.,Movies,NEGATIVE,1.4448,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9148,-2.23076923077,It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one.,Movies,NEGATIVE,-1.4448,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9149,-0.653846153846,Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant.,Movies,NEGATIVE,1.5272,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9150,-1.84615384615,"If you're not fans of the adventues of Steve and Terri, you should avoid this like the dreaded King Brown snake. Personally, I'd rather watch them on the Animal Planet.",Movies,NEGATIVE,-1.8532,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9151,-2.23076923077,Cherish is a dud    a romantic comedy that's not the least bit romantic and only mildly funny.,Movies,NEGATIVE,3.544,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9152,-1.07692307692,Feels as if the inmates have actually taken over the asylum.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9153,-1.96153846154,All of the filmmakers' calculations can't rescue Brown Sugar from the curse of blandness.,Movies,NEGATIVE,-2.9412,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9154,-1.30769230769,"The movie's gloomy atmosphere is fascinating, though, even if the movie itself doesn't stand a ghost of a chance.",Movies,NEGATIVE,2.8244,POSITIVE,POSITIVE,4,NEUTRAL,0
9155,-2.26923076923,"...post September 11, ''The Sum Of All Fears'' seems more tacky and reprehensible, manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves.",Movies,NEGATIVE,-2.6388,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9156,-2.57692307692,The exclamation point seems to be the only bit of glee you'll find in this dreary mess.,Movies,NEGATIVE,-0.0516,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9157,-1.38461538462,"No matter how you slice it, Mark Wahlberg and Thandie Newton are not Hepburn and Grant, two cinematic icons with chemistry galore.",Movies,NEGATIVE,-1.1696,NEGATIVE,POSITIVE,4,NEUTRAL,0
9158,-2.5,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess...In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,Movies,NEGATIVE,2.9076,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9159,-3.03846153846,"Humorless, self conscious art drivel, made without a glimmer of intelligence or invention.",Movies,NEGATIVE,0.8092,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9160,-2.80769230769,The movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error.',Movies,NEGATIVE,-2.9404,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9161,-1.76923076923,"Solondz may be convinced that he has something significant to say, but he isn't talking a talk that appeals to me.",Movies,NEGATIVE,1.2284,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9162,-1.73076923077,More tiring than anything.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9163,-2.34615384615,"Nelson's intentions are good, but the end result does no justice to the story itself. It's horribly depressing and not very well done.",Movies,NEGATIVE,-3.6904,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9164,-1.92307692308,"...the efforts of its star, Kline, to lend some dignity to a dumb story are for naught.",Movies,NEGATIVE,-0.6124,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9165,-1.07692307692,"A good natured ensemble comedy that tries hard to make the most of a bumper cast, but never quite gets off the ground.",Movies,NEGATIVE,1.4448,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9166,-2.15384615385,Isn't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself? And it's a lousy one at that.,Movies,NEGATIVE,-2.1692,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9167,-1.69230769231,Overly long and worshipful bio doc.,Movies,NEGATIVE,0.7116,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9168,-2.46153846154,I'll go out on a limb. It isn't quite one of the worst movies of the year. It's just merely very bad.,Movies,NEGATIVE,-3.3428,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9169,-1.76923076923,Writer director Ritchie reduces Wertmuller's social mores and politics to tiresome jargon.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9170,-0.269230769231,"About Amy's cuteness, Amy's career success (she's a best selling writer of self help books who can't help herself), and Amy's neuroses when it comes to men.",Movies,NEUTRAL,3.65,POSITIVE,POSITIVE,4,NEUTRAL,0
9171,-1.80769230769,"Everything about Girls Can't Swim, even its passages of sensitive observation, feels secondhand, familiar    and not in a good way.",Movies,NEGATIVE,-1.3648,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9172,-1.26923076923,"Feels aimless for much of its running time, until late in the film when a tidal wave of plot arrives, leaving questions in its wake.",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9173,-1.73076923077,"In my own very humble opinion, In Praise of Love lacks even the most fragmented charms I have found in almost all of his previous works.",Movies,NEGATIVE,3.5984,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9174,-1.65384615385,The script is too mainstream and the psychology too textbook to intrigue.,Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9175,-2.03846153846,"Muddled, simplistic and more than a little pretentious.",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9176,-2.11538461538,"Meandering and glacially paced, and often just plain dull.",Movies,NEGATIVE,-1.6076,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9177,-2.07692307692,"A disaster of a drama, saved only by its winged assailants.",Movies,NEGATIVE,-1.2728,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9178,-2.0,"A road trip that will get you thinking, 'Are we there yet?'",Movies,NEGATIVE,0.0,NEUTRAL,POSITIVE,4,NEUTRAL,0
9179,-1.73076923077,"Director Elie Chouraqui, who co wrote the script, catches the chaotic horror of war, but why bother if you're going to subjugate truth to the tear jerking demands of soap opera?",Movies,NEGATIVE,-2.8908,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9180,-1.42307692308,"Dong never pushes for insights beyond the superficial tensions of the dynamic he's dissecting, and the film settles too easily along the contours of expectation.",Movies,NEGATIVE,1.2728,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9181,-1.6,"If there was any doubt that Peter O'Fallon didn't have an original bone in his body, A Rumor of Angels should dispel it.",Movies,NEGATIVE,-2.146,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9182,-0.8,An occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten.,Movies,NEGATIVE,2.2608,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9183,-0.6,What could have been right at home as a nifty plot line in Steven Soderbergh's Traffic fails to arrive at any satisfying destination.,Movies,NEGATIVE,1.7616,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9184,-1.26666666667,The movie is like Scorsese's Mean Streets redone by someone who ignored it in favor of old 'juvenile delinquent' paperbacks with titles like Leather Warriors and Switchblade Sexpot.,Movies,NEGATIVE,2.6388,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9185,-2.26666666667,"This pathetic junk is barely an hour long. Nevertheless, it still seems endless.",Movies,NEGATIVE,-2.2876,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9186,-1.6,It isn't that Stealing Harvard is a horrible movie  if only it were that grand a failure! It's just that it's so not at all good. And I expect much more from a talent as outstanding as director Bruce McCulloch.,Movies,NEGATIVE,2.5228,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9187,-1.53333333333,Dolman confines himself to shtick and sentimentality    the one bald and the other sloppy.,Movies,NEGATIVE,1.184,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9188,-1.66666666667,Is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it?,Movies,NEGATIVE,-1.184,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9189,-0.933333333333,It's supposed to be a romantic comedy   it suffers from too much Norma Rae and not enough Pretty Woman.,Movies,NEGATIVE,-0.5404,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9190,-1.46666666667,"The leads are so unmemorable, despite several attempts at lengthy dialogue scenes, that one eventually resents having to inhale this gutter romancer's secondhand material.",Movies,NEGATIVE,-1.184,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9191,-1.46666666667,Staggers between flaccid satire and what is supposed to be madcap farce.,Movies,NEGATIVE,-1.6076,NEGATIVE,NEGATIVE,-4,NEUTRAL,0
9192,-1.0,"Not that any of us should be complaining when a film clocks in around 90 minutes these days, but the plotting here leaves a lot to be desired.",Movies,NEGATIVE,1.2284,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9193,-1.46666666667,"Brainy, artistic and muted, almost to the point of suffocation.",Movies,NEGATIVE,0.0,NEUTRAL,NEGATIVE,-4,NEUTRAL,0
9194,-1.6,Plays like the old disease of the week small screen melodramas.,Movies,NEGATIVE,2.1692,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9195,-1.13333333333,"Like life on the island, the movie grows boring despite the scenery.",Movies,NEGATIVE,0.2064,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9196,-1.6,The truth about Charlie is that it's a brazenly misguided project.,Movies,NEGATIVE,1.2728,POSITIVE,NEGATIVE,-4,NEUTRAL,0
9197,-0.666666666667,displays the potential for a better movie than what Bailly manages to deliver,Movies,NEGATIVE,1.7616,POSITIVE,POSITIVE,4,NEUTRAL,0
9198,-1.53333333333,So exaggerated and broad that it comes off as annoying rather than charming.,Movies,NEGATIVE,0.418,POSITIVE,NEGATIVE,-4,NEUTRAL,0
